no,year_province_district,province_district,province,district,size_liras,size_dollars,houses,category,year,month,completion,project_name,firm
841,2014_ankara_etimesgut,ankara_etimesgut,ankara,etimesgut,1574000,720383.598,,altyapi_sosyal,2014,3,%98,ankara etimesgut yapracik 2 adet 6 hekimli aile saglik merkezi ile altyapi ve cevre duzenlemesi insaati isi,ahlas ins muh mad san Ve  Tic Ltd sti
371,2014_ankara_golbasi,ankara_golbasi,ankara,golbasi,349990000,160182373.2,1585,konut_sosyal_donati,2014,2,%99,ankara golbasi incek 2 etap 1585 adet konut. 15 adet otopark. 1'er adet sosyal Tesis. 32 derslikli ilkogretim okulu. cami. spor salonu. Ticaret merkezi. 3 adet bufe insaati ile altyapi ve cevre duzenlemesi isleri (ikmal insaati),yda ins san Ve Tic as &amp; yuksel ins as is ortakligi
860,2014_ankara_kalecik,ankara_kalecik,ankara,kalecik,2800000,1281495.6,,altyapi_sosyal,2014,5,%87,ankara  ili. kalecik  ilcesi. senyurt mah 16 derslikli Lise ve 200 kisilik pansiyon insaaari ile. altyapi ve cevre duzenlemesi isi (ikmâl insaati),dezgim ins Taah paz Tic Ltd sti (kivilcimdag ins)
559,2014_ankara_kecioren,ankara_kecioren,ankara,kecioren,47544000,21759795.29,413,altyapi_sosyal,2014,4,%100,ankara ili kecioren ilcesi gumusdere mahallesi 413 adet haiT. 1’er adet sosyal Tesis. isi merkezi. 2 adet nizamiye kulubesi ve etimesgut ilcesi erler mahallesi 440 adet hait’e ait ihata duvari insaaari ile altyapi ve cevre duzenlemesi isi,ozoguz ins Tur san Ve Tic Ltd sti
829,2014_ankara_sereflikochisar,ankara_sereflikochisar,ankara,sereflikochisar,7240000,3313581.48,,altyapi_sosyal,2014,1,%97,ankara ili  sereflikochisar ilcesi istiklal mah 1'er adet 16 derslikli anadolu ogretmen Lisesi. 200 ogrencilik pansiyon ve spor salonu insaaari ile altyapi ve cevre duzenlemesi isi,sagir ins gida Teks Turz san Ve Tic Ltd sti
564,2014_ankara_yenimahalle,ankara_yenimahalle,ankara,yenimahalle,99000000,45310023,,altyapi_sosyal,2014,5,%100,ankara ili gazi universitesi merkez kampusu binalari ile altyapi ve cevre duzenlemesi insaati isi (ikmal insaati),akay ins as
557,2014_ardahan_merkez,ardahan_merkez,ardahan,merkez,25998000,11898686.65,,altyapi_sosyal,2014,4,%100,ardahan 750 kisilik (852 ogrenci kapasiteli) yurt binasi ve sosyal Tesis ile altyapi ve cevre duzenlemesi insaati isi yapim isi (ikmâl insaati),en_sa yapi ve ins Tur nak gida san as
535,2014_artvin_savsat,artvin_savsat,artvin,savsat,9966000,4561208.982,,altyapi_sosyal,2014,1,%100,artvin ili savsat ilcesi yenikoy mevkii 1'er adet 16 derslikli anadolu ogretmen Lisesi ve 200 ogrencilik pansiyon insaaari ile altyapi ve cevre duzenlemesi isi,eksiogullari ins muh Taah san Ve Tic Ltd sti
547,2014_aydin_karpuzlu,aydin_karpuzlu,aydin,karpuzlu,5145000,2354748.165,,altyapi_sosyal,2014,2,%100,aydin karpuzlu 10 yatakli entegre ilce hastanesi insaati ile altyapi ve cevre duzenlemesi isi,doyap yapi san enerji ve muh as
26,2014_aydin_merkez,aydin_merkez,aydin,merkez,15650000,7162645.05,,kamu_hizmet,2014,7,%100,aydin ili merkez ilcesi sosyal guvenlik kurumu (sgk) il mudurlugu hizmet binasi insaati ile altyapi Ve cevre duzenlemesi isi,doku ins Tur san VeTic Ltd sti
859,2014_aydin_merkez,aydin_merkez,aydin,merkez,2600000,1189960.2,,altyapi_sosyal,2014,5,%99,aydin ili merkez ilcesi Zeybek mahallesi 1'er adet ilkogretim okulu ve cami insaaari ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),eryapi ins san Tic as &amp; kerimoglu ins nak Teks otom Turz san Tic Ltd sti is ortakligi
5,2014_balikesir_bandirma,balikesir_bandirma,balikesir,bandirma,15277850,6992320.554,316,ikmal_ihalesi,2014,7,%100,balikesir ili bandirma ilcesi edincik beldesi ii etap 316 adet konut. 1'er adet cami ve Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi (ikmal insaati),ota ins san Tic Ltd sti
415,2014_balikesir_bandirma,balikesir_bandirma,balikesir,bandirma,1444000,660885.588,128,idare_konut,2014,4,%100,balikesir ili bandirma ilcesi 128 adet konut ile 1 adet sosyal Tesis.  altyapi ve cevre duzenlemesi insaati isi (ikmâl insaati),Tuna muh man mad san Ve Tic Ltd sti
544,2014_balikesir_burhaniye,balikesir_burhaniye,balikesir,burhaniye,14658000,6708629.466,,altyapi_sosyal,2014,2,%100,balikesir burhaniye; orentepe bolgesi 202 kisilik yurt ve sosyal Tesis. orjan bolgesi 114 kisilik yurt  ve sosyal Tesis binalari  ile altyapi Ve cevre duzenlemesi isi,naci dogus ins san Ve Tic Ltd sti &amp; ordem yapi ith ihr san Ve Tic Ltd sti is ortakligi
72,2014_balikesir_merkez,balikesir_merkez,balikesir,merkez,12104000,5539722.408,,kamu_hizmet,2014,7,%90,balikesir ili merkez ilcesi sosyal guvenlik kurumu (sgk) il mudurlugu hizmet binasi insaaari ile altyapi Ve cevre duzenlemesi isi,ecem_nur ins Tas yakit kuy Tar ilt Ve Tic Ltd sti &amp; en yapi grup ins Taah Teks mad Tur san Tic as is ortakligi
421,2014_batman_hasankeyf,batman_hasankeyf,batman,hasankeyf,7290000,3336465.33,60,idare_konut,2014,11,%100,batman ili hasankeyf ilcesi yeni yerlesim alani 1 bolge 14 nolu adada yapilacak olan 60 adet konut insaati ile altyapi Ve cevre duzenlemesi isi,yapi Tek proje muh mim ins san Ve Tic Ltd sti &amp; marallar ins nak pet uru mad hub san Tic Ltd sti is ortakligi
850,2014_batman_hasankeyf,batman_hasankeyf,batman,hasankeyf,23500000,10755409.5,,altyapi_sosyal,2014,4,%99,batman ili hasankeyf ilcesi; Tarihi kulturel yarimada baglanti kopru insaati Ve 2 etap genel altyapi ile sirnak ili guclukonak koctepe koyu harfiyat Ve duvar isleri,biroglu ins harf nak Tur ith ihr san Ve Tic Ltd sti
856,2014_batman_merkez,batman_merkez,batman,merkez,6288500,2878101.815,,altyapi_sosyal,2014,4,%99,batman merkez kohikan koyu 1'er adet 24 derslikli anadolu Lisesi. 300 kisilik pansiyon ve spor salonu ile diyarbakir yenisehir sanayi mah 1 adet 32 derslikli ilkogretim okulu insaaari altyapi ve cevre duzenlemesi isi,mir yapi ins mus sanTic Ltd sti &amp; gundogu ins mim muh petrol urTic Ltd sti is ortakligi
31,2014_bayburt_merkez,bayburt_merkez,bayburt,merkez,8243000,3772631.511,60,kamu_hizmet,2014,11,%100,bayburt universitesi 2 etap 60 adet Lojman insaati ile altyapi ve cevre duzenlemesi isi,seler Taah yapi ins san Ve Tic Ltd sti
74,2014_bilecik_osmaneli,bilecik_osmaneli,bilecik,osmaneli,672000,307558.944,,kamu_hizmet,2014,,%97,bilecik ili osmaneli ilcesi besevler 1'er adet 2 hekimli aile sagligi merkezi ve eczane insaaari ile altyapi ve cevre duzenlemesi isi,doruk ins san Ve Tic Ltd sti &amp; mahmut ciVas civas mimarlik is ortakligi
537,2014_bingol_merkez,bingol_merkez,bingol,merkez,9782000,4476996.414,98,altyapi_sosyal,2014,1,%100,bingol ili merkez ilcesi saray mahallesi 98 adet (haiT) ile altyapi ve cevre duzenlemesi insaati isi,artes petrokimya inssanTicLtdsti &amp; devran insTekstil dayTukmalTicsanLtdsti is oRTakLigi
11,2014_bitlis_merkez,bitlis_merkez,bitlis,merkez,698717,319786.7004,,restorasyon,2014,1,%100,bitlis ili merkez ataturk mahallesi 10 pafta. 45 ada 4 parsel uzerindeki geleneksel bitlis kultur evi Restorasyonu. ile altyapi ve cevre duzenlemesi insaati isi (ikmâl insaati),Tuna Restorasyon as
548,2014_burdur_bucak,burdur_bucak,burdur,bucak,39572000,18111194.24,,altyapi_sosyal,2014,2,%100,burdur ili bucak ilcesi 150 yatakli hastane ile altyapi ve cevre duzenlemesi insaati isleri (ikmâl insaati),kayasan yapi ins san Ve Tic Ltd sti &amp; aydin ins Taah san  Ve Tic Ltd sti is ortakligi
534,2014_bursa_karacabey,bursa_karacabey,bursa,karacabey,10419000,4768536.663,,altyapi_sosyal,2014,1,%100,bursa karacabey 300 kisilik (336 kisi kapasiteli) yurt binasi ve sosyal Tesis insaati ile altyapi Ve cevre duzenlemesi isi,akhas ins san Ve  Tic Ltd sti
845,2014_corum_merkez,corum_merkez,corum,merkez,0,0,,altyapi_sosyal,2014,3,,corum ilinde yapilacak Tse arac kontrol merkezi binasi insaati ile altyapi ve cevre duzenlemesi isi,
15,2014_denizli_babadag,denizli_babadag,denizli,babadag,365000,167052.105,,ikmal_ihalesi,2014,2,%95,denizli ili babadag ilcesi 52 adet isyeri insaati ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),umit boZkUs bozkus mut muh ins
99,2014_denizli_pamukkale,denizli_pamukkale,denizli,pamukkale,54300000,24851861.1,786,kentsel_donusum,2014,12,%100,denizli ili merkez ilcesi karahasanli mahallesi 786 adet konut. 1'er adet sosyal Tesis.  32 derslikli ilkogretim okulu ve 2 adet Ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi,arslanlar ins Teks gida san Ve Tic Ltd sti &amp; Ridvan pamUkci is ortakligi
830,2014_diyarbakir_hazro,diyarbakir_hazro,diyarbakir,hazro,4647000,2126825.019,,altyapi_sosyal,2014,1,%97,diyarbakir ili hazro ilcesi 10 yatakli devlet hastanesi insaati ile altyapi ve cevre duzenlemesi isi,artes petrokimya ins Tur Teks Topr Ve or ur san Tic Ve Ltd sti
19,2014_diyarbakir_kayapinar,diyarbakir_kayapinar,diyarbakir,kayapinar,126632000,57956553.86,,stadyum,2014,1,%98,diyarbakir 33000 seyirci kapasiteli stadyum insaati isi,pilon yapi ins Tur pet mad gida oto Teks ith ihr san Ve Tic Ltd sti &amp; yildizlar ins ve Tic as is ortakligi
29,2014_diyarbakir_kayapinar,diyarbakir_kayapinar,diyarbakir,kayapinar,3488000,1596377.376,40,kamu_hizmet,2014,,%100,diyarbakir ili merkez ilcesi kaynartepe mahallesi 40 adet aiT ile altyapi ve cevre duzenlemesi insaati isi,erensan ins mlz Ve ins orm ur san Ve Tic Ltd sti
38,2014_diyarbakir_yenisehir,diyarbakir_yenisehir,diyarbakir,yenisehir,0,0,,gelir_paylasimli,2014,10,,diyarbakir ili. yenisehir ilcesi. yenisehir mahallesi 123 ada. 1 parselin arsa satis karsiligi gelir paylasimi isi,
77,2014_duzce_kaynasli,duzce_kaynasli,duzce,kaynasli,6386320,2922871.779,95,alt_gelir,2014,8,%100,duzce ili kaynasli ilcesi 95 adet konut Ve 1 adet bufe insaati ile altyapi Ve cevre duzenlemesi isi,ali celik mut
90,2014_duzce_merkez,duzce_merkez,duzce,merkez,36840000,16860820.68,198,kentsel_donusum,2014,2,%100,duzce merkez camikebir kentsel donusum projesi 198 adet konut. 1'er adet kapali otopark. sosyal Tesis. 2 adet guvenlik kulubesi. Rekreasyon alani insaati ile altyapi Ve cevre duzenlemesi isi,intek yapi ins mim muh Tic Ltd sti &amp; esta ins san Ve Tic Ltd sti is ortakligi
284,2014_edirne_Lalapasa,edirne_Lalapasa,edirne,Lalapasa,6522000,2984969.394,94,konut_sosyal_donati,2014,12,%100,edirne ili Lalapasa ilcesi 94 adet konut ve 1 adet bufe insaati  ile altyapi Ve cevre duzenlemesi isi,biser ins muh gida Tek pet oto Tur Tic Ve san Ltd sti &amp; iskender buber is ortakligi
76,2014_edirne_meric,edirne_meric,edirne,meric,5470000,2503493.19,94,alt_gelir,2014,4,%100,edirne ili meric ilcesi buyukdoganca mahallesi 94 adet konut insaati ile altyapi ve cevre duzenlemesi isi,mehmet atilla oRaL _ ins muh mut
409,2014_edirne_merkez,edirne_merkez,edirne,merkez,5922000,2710363.194,80,idare_konut,2014,2,%100,edirne merkez Firinlarsirti 80 adet konut ile altyapi Ve cevre duzenlemesi insaati isi (ikmal insaati),biser ins muh gida Tek pet oto Tur Ve Tic san Ltd sti
281,2014_edirne_suloglu,edirne_suloglu,edirne,suloglu,6259465,2864813.163,78,konut_sosyal_donati,2014,3,%100,edirne ili suloglu ilcesi 78 adet konut insaati ile altyapi ve cevre duzenlemesi isi,prizma yapi end san Ve Tic Ltd sti
857,2014_elazig_baskil,elazig_baskil,elazig,baskil,4789000,2191815.153,,altyapi_sosyal,2014,5,%96,elazig ili baskil ilcesi 10 yatakli devlet hastanesi insaati ile altyapi ve cevre duzenlemesi  isi,hek_yol ins Taah ur mad pet otm nak Tur gida san Tic Ltd sti
532,2014_elazig_maden,elazig_maden,elazig,maden,9523000,4358458.071,,altyapi_sosyal,2014,1,%100,elazig ili maden ilcesi 25 yatakli devlet hastanesi insaati ile altyapi ve cevre duzenlemesi isi,cetin ins Tekstil Tur urt san Tic Ltd sti
410,2014_elazig_merkez,elazig_merkez,elazig,merkez,50830000,23263721.91,484,idare_konut,2014,2,%100,elazig ili merkez ilcesi sursuru mahallesi 3etap 484 adet konut ve 2 adet bufe insaati ile altyapi ve cevre duzenlemesi isi,okcuoglu ins muh sanTic as &amp; iz_Tas ins metal maden Tarim TaahsanTicLtdsti is ortakligi
550,2014_elazig_merkez,elazig_merkez,elazig,merkez,430320,196947.5666,,altyapi_sosyal,2014,2,%100,elazig merkez mollakendi 1adet 2 hekimli aile saglik merkezi ile altyapi ve cevre duzenlemesi insaati isi,ec  insaat enver ciVas
862,2014_erzincan_ilic,erzincan_ilic,erzincan,ilic,1848000,845787.096,14,altyapi_sosyal,2014,6,%97,erzincan ili ilic ilcesi Fatih mahallesi 14 adet aiT ve nizamiye kulubesi insaati ile altyapi ve cevre duzenlemesi isi,yasin yuzer
555,2014_erzincan_merkez,erzincan_merkez,erzincan,merkez,12590000,5762153.43,118,altyapi_sosyal,2014,4,%100,erzincan ili merkez ilcesi cumhuriyet mahallesi 118 adet haiT ile altyapi ve cevre duzenlemesi insaati isi,Ridvan pamUkci
75,2014_erzurum_askale,erzurum_askale,erzurum,askale,8230000,3766681.71,126,alt_gelir,2014,2,%100,erzurum ili askale ilcesi istasyon mahallesi 126 adet konut. 1'er sosyal Tesis ve Ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi,aydur ins Taah Tic Ve san Turz Tas hiz Ltd sti
142,2014_erzurum_aziziye,erzurum_aziziye,erzurum,aziziye,43526000,19920849.1,374,kentsel_donusum,2014,11,%97,erzurum aziziye ilica kentsel donusum ve gelisim projesi 374 konut. 111 Ticari birim ve 1 adet camii insaati isi,aksel can ins Tic Ltd sti
98,2014_erzurum_palandoken,erzurum_palandoken,erzurum,palandoken,53890000,24664213.53,579,kentsel_donusum,2014,12,%100,erzurum palandoken malmeydani kentsel donusum ve gelisim projesi 1etap 579 adet konut insaati ile altyapi Ve cevre duzenlemesi isi,niyazi bayramoglu &amp;  aL_ba yapi ins beton san nak Tic Ltd sti is ortakligi
572,2014_erzurum_yakutiye,erzurum_yakutiye,erzurum,yakutiye,5729000,2622031.533,,altyapi_sosyal,2014,12,%100,erzurum merkez ilcesi 100 kapasiteli sevgi evleri. aziziye ilcesi 50 kapasiteli erkek yetistirme yurdu ve erzincan merkez isikpinar koyu sevgi evleri ve idari bina insaaari ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),gungor ins Ve dog Taah Tic san Ltd sti
75,2014_eskisehir_odunpazari,eskisehir_odunpazari,eskisehir,odunpazari,0,0,10,kamu_hizmet,2014,11,,eskisehir ili odunpazari ilcesi cunudiye mahallesi 10 adet korumali komutan konutu insaati,
94,2014_gaziantep_sahinbey,gaziantep_sahinbey,gaziantep,sahinbey,15470000,7080263.19,247,kentsel_donusum,2014,4,%100,gaziantep ili sahinbey ilcesi guzelvadi mahallesi 247 adet konut insaati ile altyapi ve cevre duzenlemesi isleri,kader savas guLsen _ aZd muh ins Ve Taah &amp; saran Tur ins Tas san Ve Tic as is ortakligi
136,2014_gaziantep_sahinbey,gaziantep_sahinbey,gaziantep,sahinbey,57490000,26311850.73,725,kentsel_donusum,2014,4,%99,gaziantep ili sahinbey ilcesi kahvelipinar mahallesi 725 adet konut insaati ile altyapi ve cevre duzenlemesi isleri,baltas ins san ve Tic Ltd sti
372,2014_gaziantep_sehitkamil,gaziantep_sehitkamil,gaziantep,sehitkamil,44332000,20289736.76,568,konut_sosyal_donati,2014,4,%99,gaziantep ili sehitkamil ilcesi 1 etap 568 adet konut. 1’er adet camii ve 32 derslikli Lise insaaari ile altyapi ve cevre duzenlemesi isi,sec yapi ins enerji Tur Ve Tic Ltd sti
416,2014_gaziantep_sehitkamil,gaziantep_sehitkamil,gaziantep,sehitkamil,36989000,16929014.55,586,idare_konut,2014,4,%100,gaziantep ili sehitkamil ilcesi 2 etap 586 adet konut insaati ile altyapi ve cevre duzenlemesi isi,dog_Tas grup ins sanTic Ltd sti &amp; gaziantep gold yapi ins Taah sanTic Ltdsti is ortakligi
834,2014_giresun_bulancak,giresun_bulancak,giresun,bulancak,1160000,530905.32,,altyapi_sosyal,2014,1,%98,giresun ili bulancak ilcesi kovanlikda 1'er adet 3 hekimlik aile sagligi merkezi ve eczane ile agri ili patnos ilcesi ergecli. kazanbey ve ortadamla'da yapilacak 2 hekimlik aile sagligi merkezleri insaati ile altyapi ve cevre duzenlemesi isi (ikmal insaati),ali acar ins san Ve Tic Ltd sti
420,2014_giresun_guce,giresun_guce,giresun,guce,8379000,3834875.583,104,idare_konut,2014,11,%100,giresun ili guce ilcesi 104 adet konut ve 1 adet bufe insaati ile altyapi Ve cevre duzenlemesi isi,seler Taah yapi ins san Ve Tic Ltd sti
844,2014_hakkari_merkez,hakkari_merkez,hakkari,merkez,7393598,3383879.752,,altyapi_sosyal,2014,3,%90,hakkari ili merkez ilcesi kiran mahallesi 1 adet 20 derslikli Ticaret meslek Lisesi ve yuksekova ilcesi yeni mah Turan mevkii 1 adet 24 derslikli anadolu Lisesi insaaari ile altyapi ve cevre duzenlemesi isi,genc ins Taah Tic Ve san Ltd sti &amp; eren ins Taah Tic gida san Ve Tic Ltd sti is ortakligi
30,2014_hatay_kirikhan,hatay_kirikhan,hatay,kirikhan,6877000,3147444.729,,kamu_hizmet,2014,11,%100,hatay kirikhan ilce emniyet mudurlugu binasi insaati isi,murat oruc muhendislik muteahhiik Taahhut ve musavirlik isleri
558,2014_hatay_merkez,hatay_merkez,hatay,merkez,4540000,2077853.58,,altyapi_sosyal,2014,4,%100,hatay ili merkez ilcesi gunyazi mevkii 1 adet 32 derslikli ilkogretim okulu insaati ile altyapi ve cevre duzenlemesi isi,ilgaz mimTaah insyapi ith ihrsanTicLtdsti&amp;salihi insmuhTekssanTicLtd stiis ortakligi
17,2014_hatay_samandag,hatay_samandag,hatay,samandag,938116,429354.1165,,ikmal_ihalesi,2014,,%97,hatay samandag’da 1 adet 3 hekimlik asm. hatay antakya avsuyu 1 adet 2 hekimlik asm. hatay antakya altincag 1 adet 2 hekimlik asm. mersin gulnar alanbogaz 1’er adet 2 hekimlik asm ve eczane. mersin mezii Tece 1’er adet 3 hekimlik asm ve eczane. mersin Toroslar aslankoy 1’er adet 2 hekimlik asm ve eczane. mersin Tarsus 1 adet 6 hekimlik asm. osmaniye Toprakkale 1 adet 3 hekimlik asm. osmaniye sumbas 1’er adet 3 hekimlik asm ve eczane. adana yumurtalik’ta 1’er adet 3 hekimlik asm ve eczane. kilis merkez 1 adet 6 hekimlik asm. karaman ayranci 1 adet 3 hekimlik asm. balikesir ivrindi 1’er adet 6 hekimlik asm ve eczane. balikesir susurluk 1’er adet 6 hekimlik asm ve eczane. ile altyapi Ve cevre duzenlemesi insaati isi (ikmâl insaati),ilgaz mim Taah ins eml yapi ith ihr san Tic Ltd sti
538,2014_igdir_merkez,igdir_merkez,igdir,merkez,9389000,4297129.353,86,altyapi_sosyal,2014,1,%100,igdir ili merkez ilcesi baharli mevkii 86 adet haiT insaati ile altyapi ve cevre duzenlemesi isi,erensan ins mlz Ve ins orm ur san Ve Tic Ltd sti
551,2014_igdir_merkez,igdir_merkez,igdir,merkez,4448000,2035747.296,,altyapi_sosyal,2014,3,%100,igdir ili merkez ilcesi baharli mahallesi 1 adet 24 derslikli saglik meslek Lisesi insaati ile altyapi ve cevre duzenlemesi isi,erensan ins mlz Ve ins orm ur san Ve Tic Ltd sti
70,2014_istanbul_arnavutkoy,istanbul_arnavutkoy,istanbul,arnavutkoy,85513000,39137333.3,,kamu_hizmet,2014,2,%99,istanbul ili arnavutkoy ilcesi 1'er adet belediye hizmet binasi. kultur merkezi. nikah sarayi. Ticaret merkezi binalari ile altyapi Ve cevre duzenlemesi insaati isi,gurtas yapi end Ve Tic as
370,2014_istanbul_atasehir,istanbul_atasehir,istanbul,atasehir,28649000,13111988.37,312,konut_sosyal_donati,2014,1,%97,istanbul ili atasehir ilcesi serifali cifigi 312 adet konut insaati ile altyapi ve cevre duzenlemesi isi,karakoc Topkonyapi inssanTicLtdsti &amp; gbZh mimins emlTaahsanTicLtdsti is ortakligi
21,2014_istanbul_basaksehir,istanbul_basaksehir,istanbul,basaksehir,10500000,4805608.5,,gelir_paylasimli,2014,3,%100,istanbul bahcesehir Toplu konut alani T_i Ticaret bolgesi gelir paylasma esasina gore yapilan insaati ve satisi ikmaL,karakoc Toplu konut yapi ins san Ve Tic Ltd sti
278,2014_istanbul_basaksehir,istanbul_basaksehir,istanbul,basaksehir,30500000,13959148.5,482,konut_sosyal_donati,2014,1,%100,istanbul ili basaksehir ilcesi kayabasi 23 bolge 482 adet konut ve 2 adet bufe insaaari ile altyapi ve cevre duzenlemesi isi,ilgin ins ic ve dis Tic as &amp; karakoc Toplu konut yapi ins san Ve Tic Ltd sti is ortakligi
403,2014_istanbul_basaksehir,istanbul_basaksehir,istanbul,basaksehir,69670000,31886356.59,753,idare_konut,2014,1,%100,istanbul ili basaksehir ilcesi kayabasi 18 bolge 1 etap 753 adet konut. 1 adet cami ile altyapi Ve cevre duzenlemesi insaati isi,demars ins Turz Tic Ltd sti &amp; en_sa yapi ve ins Tur nak gida san as is ortakligi
533,2014_istanbul_basaksehir,istanbul_basaksehir,istanbul,basaksehir,5356000,2451318.012,,altyapi_sosyal,2014,1,%100,istanbul ili basaksehir ilcesi kayabasi Toplu konut alani 1 adet 40 derslikli ilkogretim okulu insaati ile altyapi ve cevre duzenlemesi isi,binbay yapi ins san Ve Tic Ltd sti
549,2014_istanbul_basaksehir,istanbul_basaksehir,istanbul,basaksehir,43956000,20117650.21,464,idare_konut,2014,1,%99,istanbul ili basaksehir ilcesi kayabasi 18 bolge 2 etap 464 adet konut ile altyapi Ve cevre duzenlemesi insaati isi,binbay yapi ins san Ve Tic Ltd sti &amp; Zirve ins Tic Ltd sti is ortakligi
562,2014_istanbul_basaksehir,istanbul_basaksehir,istanbul,basaksehir,46650000,21350632.05,420,idare_konut,2014,12,%99,istanbul ili basaksehir ilcesi kayabasi 919 ada 5_6 parseller ve 919 ada 8_9 parsellerde yer alan 420 adet konut. 2 adet dukkan insaaari ile altyapi Ve cevre duzenlemesi isi yapim isi,mustafa eksi ins Tur san Ve Tic Ltd sti &amp; biser ins muh gida Tek pet oto Tur Tic Ve san Ltd sti is ortakligi
563,2014_istanbul_basaksehir,istanbul_basaksehir,istanbul,basaksehir,64940000,29721544.38,637,idare_konut,2014,12,%99,istanbul ili basaksehir ilcesi kayabasi 637 adet konut. 6 adet dukkan  insaati ile altyapi Ve cevre duzenlemesi isi,evyap ins san ve Tic Ltd sti &amp; kanyon ins mim muh san ve Tic Ltd sti is ortakligi
