year,month,province,district,project_name,firm,category,order,completion,liras,houses
2016,2,hatay,yayladagi,hatay yayladagi ilcesi dutlubahce mahallesi gecici barinma merkezleri altyapi ve prefabrik sosyal donati yapimi,alfen taah. ins. mad. nak. san. ve tic. ltd. sti. &amp; arikan ins. taah. tic. ve san. a.s. is ortakligi,altyapi_sosyal,611,100,7740000,
2006,12,hatay,merkez,"hatay merkez  engelsiz yasam merkezi, 6 adet engelsiz yasam birimi, ticaret merkezi,1 adet kafeterya ile hatay kirikhan 16 derslikli ilkogretim okulu, kres, cami, sadirvan, adaici altyapi ve genel altyapi  ile cevre duzenleme insaati",mehmet celik ins. taah. tic. ve san. ltd. sti.,altyapi_sosyal,630,98,4734000,7
2011,9,hatay,kirikhan,hatay ili kirikhan ilcesi bahcelievler mah. 114 ada 24 derslikli lise insaati ile altyapi ve cevre duzenlemesi isi,sim ins. taah. tar. gid. tur. san. ve. tic. ltd. sti. &amp; cemal yilmaz ins. muh. is,altyapi_sosyal,739,92,3150000,
2020,11,hatay,reyhanli,"hatay ili reyhanli ilcesi yenisehir mahallesi (yahya turan fen lisesi) 20 derslikli, altinozu ilcesi babatorun mahallesi (babatorun ilkokulu) 16 derslikli, antakya ilcesi cekmece mahallesi (fevzi cakmak ortaokulu) 24 derslikli egitim yapilari insaatlari ile altyapi ve cevre duzenlemesi isi",,altyapi_sosyal,918,,,
2020,7,hatay,reyhanli,hatay amik-afrin (reyhanli baraji ve sulamasi) projesi insaati (e-ihale),,diger,31,,,
2003,,hatay,merkez,hatay antakya gunyazi,mahit topal-capa ortak girisimi,idare_konut,24,100,16195000,392
2005,3,hatay,kirikhan,hatay kirikhan,dagsan ins.tic.ltd.sti,idare_konut,106,100,11097964,296
2008,6,hatay,belen,hatay belen 410 konut + ticaret merkezi + camii,avcilar gida san. ltd. sti.,idare_konut,241,100,18765000,410
2009,10,hatay,reyhanli,"hatay reyhanli (80 alt gelir) + (ilkogretim8, ticaret merkezi, cami-sadirvan)",haluk erdem &amp; bilge ins. muh. med. tem. zir. tel. ith. ihr. san. ltd. sti. ortak girisim,idare_konut,269,100,4175000,272
2011,8,hatay,erzin,"hatay ili erzin ilcesi mahmutlu 192  adet konut ile 1 adet sosyal tesis1 adet bufe ,  altyapi ve cevre duzenlemesi insaati isi",arslanlar ins.teks. gida san. tic. ltd. sti. &amp; birhan yapi ins. teks. gida san. tic.ltd is ortakligi,idare_konut,331,100,7387000,192
2016,1,hatay,reyhanli,"hatay ili reyhanli ilcesi yenisehir mahallesi 414 adet sosyal konut , 1 adet bufe insaatlari ile altyapi ve cevre duzenlemesi isi",dog-tas grup ins. san. ve tic. ltd. sti. &amp; ahmet faruk unlusoy ins. muh. mut. is ortakligi,idare_konut,443,100,41867000,414
2018,2,hatay,altinozu,"hatay ili altinozu ilcesi karsu mahallesi 384 adet konut, 1 adet ticaret merkezi, 1 adet camii insaati ile altyapi ve cevre duzenlenmesi isi
",alfen taah. ins. mad. nak. san. ve tic. ltd. sti. &amp; akfen petr. urn. medikal ins. taah. san. ve tic. a.s. is ortakligi,idare_konut,612,97,53125000,384
2021,2,hatay,yayladagi,hatay ili yayladag ilcesi kurtulus mahallesi  74 konut  insaati ile altyapi ve cevre duzenlemesi isi	(e- ihale),aladag insaat pazarlama turizm sanayi ve tic.ldt.sti,idare_konut,717,0,15719000,74
2017,11,hatay,iskenderun,hatay ili iskenderun ilcesi 750 kisilik yurt ve 1 adet konferans ile altyapi ve cevre duzenlemesi isi  (ikmal insaati),cosar nt ins. tek. proje ith. ihr. tic. ve san. ltd. sti.,ikmal_ihalesi,18,100,16328000,
2014,9,hatay,samandag,"hatay samandag’da 1 adet 3 hekimlik a.s.m., hatay antakya avsuyu 1 adet 2 hekimlik a.s.m., hatay antakya altincag 1 adet 2 hekimlik a.s.m., mersin gulnar alanbogaz 1’er adet 2 hekimlik a.s.m. ve eczane, mersin mezitli tece 1’er adet 3 hekimlik a.s.m. ve eczane, mersin toroslar aslankoy 1’er adet 2 hekimlik a.s.m. ve eczane, mersin tarsus 1 adet 6 hekimlik a.s.m., osmaniye toprakkale 1 adet 3 hekimlik a.s.m., osmaniye sumbas 1’er adet 3 hekimlik a.s.m. ve eczane, adana yumurtalik’ta 1’er adet 3 hekimlik a.s.m. ve eczane, kilis merkez 1 adet 6 hekimlik a.s.m., karaman ayranci 1 adet 3 hekimlik a.s.m., balikesir ivrindi 1’er adet 6 hekimlik a.s.m. ve eczane, balikesir susurluk 1’er adet 6 hekimlik a.s.m. ve eczane, ile altyapi ve cevre duzenlemesi insaati isi (ikmâl insaati)",ilgaz mim. taah. ins. eml. yapi ith. ihr. san. tic. ltd. sti.,ikmal_ihalesi,25,97,938116,
2012,5,hatay,merkez,"hatay serinyol 2 kayit kabul binasi, depo insaatlari",eryapi ins. san. tic. a.s.,kamu_hizmet,11,100,10950000,
2014,11,hatay,kirikhan,hatay kirikhan ilce emniyet mudurlugu binasi insaati isi,murat oruc muhendislik muteahhitlik taahhut ve musavirlik isleri,kamu_hizmet,33,100,6877000,
2015,1,hatay,dortyol,hatay dortyol ilce emniyet mudurlugu hizmet binasi insaati ile altyapi ve cevre duzenlemesi isi,ok-sa ins. nak. tur. tem. san. ve tic. ltd. sti.,kamu_hizmet,38,100,6947000,
2020,8,hatay,kirikhan,"hatay ili, kirikhan ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi",gokten insaat sanayi ve ticaret limited sirketi &amp; ana-kent planlama yapi yatirim tekn.dansturz.en.san.ve.t.a.s is ortakligi,kamu_hizmet,136,5,18089000,
2016,12,hatay,payas,"hatay ili payas ilcesi 1. etap 937 adet konut ve 1 adet mescit insaatlari ile altyapi ve cevre duzenlemesi isi
",gestas dogalgaz muh. ins. san. ve tic. ltd. sti. &amp; yeni fidan ins. nak. gida pet. dog. is mak. san. ve tic. ltd. sti. &amp; rast mad. tas. ins. enerji pet. urn. tic. ve san. a.s. is ortakligi,kentsel_donusum,173,98,124700000,937
2007,5,hatay,merkez,hatay saraycik,mehmet potas ins.,konut_sosyal_donati,80,100,5400000,114
2011,4,hatay,merkez,hatay antakya gunyazi 956 konut insaati ile altyapi ve cevre duzenlemesi isi,gestas ins. tic. ve san. a. s. &amp; yp ins. a.s is ort.,konut_sosyal_donati,233,100,42929000,956
2015,1,hatay,hassa,hatay ili hassa ilcesi karsiyaka mah. toruk mevkii 248 adet konut altyapi ve cevre duzenlemesi insaati isi,ridvan pamukci &amp; alkan ins. nak. pet. gida dogalgaz ltd. sti. is ortakligi,konut_sosyal_donati,291,100,15500000,248
2008,6,hatay,dortyol,"hatay dortyol + sosyal donati ( ilkogretim24, ticaret merkezi)",alpaytas ins. ve tic. ltd. sti.,konut_sosyal_donati,330,98,5150000,360
2009,4,hatay,kirikhan,"hatay kirikhan 20 adet hait, yayladag 20 adet hait, altyapi ve cevre duzenlemesi insaati isi",bicen ins. mad. gida tur. nak. san. tic. ltd. sti.,konut_sosyal_donati,337,97,2987000,
2009,7,hatay,iskenderun,"hatay iskenderun; askarbeyli 72 ad. hait, sevre 120 ad. hait, 1´er ad. nizamiye bin. ve isi mer., frenkciftligi 60 ad. hait toplam 252 hait insaati ve 1´er ad. nizamiye bin., komutan kon., isi mer. ve kapali garaj,altyapi. ve cevre duzenlemesi yapim isi",oz er-ka ins. turizm elekt.taah.tic.ve san.ltd.sti&amp; umut ins. tic. turizm san.ve ltd.sti.ort.girisim,konut_sosyal_donati,343,98,18021000,
2011,1,hatay,reyhanli,"hatay reyhanli 380 adet yoksul konutu, 84 adet konut, 1' er adet 24 derslikli ilkogretim okulu, cami, sosyal tesis, ticaret merkezi ile altyapi ve cevre duzenlemesi insaati isi",avcilar gida ins. san. tic. ltd. sti.,konut_sosyal_donati,358,97,19514000,464
2015,12,hatay,yayladagi,hatay ili yayladagi ilcesi 155 adet konut ve 1 adet ticari bina insaati ile altyapi ve cevre duzenlemesi isi,cey grup ins.tur. yat. ve islt. ltd. sti. &amp; so-sah yapi ins. tic. ltd. sti. is ortakligi,konut_sosyal_donati,386,98,15449000,155
2016,7,hatay,iskenderun,"hatay ili iskenderun ilcesi dugunyurdu mahallesi 1053 adet konut, 2 adet ticaret merkezi, 1'er adet cami, 24 derslikli ilkogretim okulu ve 24 derslikli lise insaatlari ile altyapi ve cevre duzenlemesi isi",kayasan yapi ins. san. ve tic. ltd. sti. &amp; aydin ins. taah. san. ve tic. ltd. sti. is ortakligi,konut_sosyal_donati,389,95,122987000,1053
2013,11,hatay,merkez,hatay 25.000 seyirci kapasiteli stadyum insaati isi,sertka muh. mus. ins. nak. taah. tic. ltd. sti. &amp; md ins. elek. san. tic. ltd. sti. &amp; fy fer yapi mim. muh. mus. tur. san. tic. a.s. is ortakligi,stadyum,17,98,118000000,
2021,2,hatay,belen,"hatay ili belen ilcesi gedik mevkii 2. etap 73 konut  ve 1 adet ticaret merkezi insaatlari ile altyapi ve cevre duzenlemesi isi (e- ihale)
",,talep_organizasyon,223,,,73
2011,4,igdir,merkez,igdir merkez karaagac mah. 224 adet yoksul konutu ve 1 adet sosyal tesis insaati isi ile altyapi ve cevre duzenlemesi isi,ilkyapi ins. tic. ltd. sti. &amp; yucel yagci is ort,alt_gelir,97,96,6780000,224
2011,7,igdir,merkez,igdir merkez 250 yatakli devlet hastanesi ile altyapi ve cevre duzenlemesi insaati isi,may ins.taah. mus. ve muh. san. ve tic. ltd. sti.,altyapi_sosyal,331,100,36680000,
2014,1,igdir,merkez,igdir ili merkez ilcesi baharli mevkii 86 adet hait insaati ile altyapi ve cevre duzenlemesi isi,erensan ins. mlz. ve ins. orm. ur. san. ve tic. ltd. sti.,altyapi_sosyal,555,100,9389000,86
2014,3,igdir,merkez,igdir ili merkez ilcesi baharli mahallesi 1 adet 24 derslikli saglik meslek lisesi insaati ile altyapi ve cevre duzenlemesi isi,erensan ins. mlz. ve ins. orm. ur. san. ve tic. ltd. sti.,altyapi_sosyal,573,100,4448000,
2008,9,igdir,tuzluca,"igdir tuzluca 240 kisilik pansiyon, aralik lise16- topcular lise16, 300 kisilik pansiyon , spor salonu- merkez ilkogretim24",since tur. ins. paz. san. tic. ltd. sti.,altyapi_sosyal,654,98,13473000,
2009,10,igdir,aralik,igdir ili aralik ilcesi 20 adet hait ile altyapi ve cevre duzenlemesi insaati isi,isites. muh. ins.san.tic.ltd.sti.,altyapi_sosyal,682,97,1449000,20
2011,6,igdir,merkez,igdir ili merkez halfeti koyu 1'er adet 16 derslikli kiz meslek lisesi ve 200 kisilik pansiyon ile erzurum ili karayazi ilcesi 1'er adet ticaret meslek lisesi ve 100 kisilik pansiyon insaatlari ile altyapi ve cevre duzenlemesi isi,tasoglu ins. taah. ith. ihr. tic. ve san. ltd. sti. &amp; aktas ins. taah. tic. ve nak. ltd. sti. is ort,altyapi_sosyal,719,91,11461000,
2020,7,igdir,tuzluca,igdir tuzluca projesi (dap) (unlendi baraji sulamasi) insaati (e-ihale),,altyapi_sosyal,905,,,
2011,1,igdir,tuzluca,"igdir tuzluca 80 adet konut, 90 adet dukkan, 1 adet cami ile altyapi ve cevre duzenlemesi insaati isi (gecekondu donusum)",servet ekinci ins. san. ve tic. ltd.sti. &amp; beymen ins.elekt. tem. gida akar. em.ith.ihr.san.tic. ltd,kentsel_donusum,138,98,7649000,80
2005,11,igdir,merkez,"igdir merkez + sosyal donati (ilkogretim24, ticaret merkezi, cami-sadirvan) (112 alt gelir)",sec yapi ins. enj. tur. ve tic. ltd. sti. &amp; aslantas ins.san. tic.ltd. sti. is ortakligi,konut_sosyal_donati,32,100,13374000,288
2020,6,igdir,merkez,"igdir ili merkez ilcesi hakveyis mahallesi millet bahcesi ve millet bahcesine ait sosyal donatilar insaatlari ile altyapi ve cevre duzenlemesi isi (e-ihale)
","burka yapi enerji sanayi ve ticaret anonim sirketi,turkay yapi insaat nakliyat hafriyat gida turizm enerji sanayi ve ticaret anonim sirketi is ortakligi",millet_bahcesi,37,53,29037600,
2005,4,isparta,merkez,isparta merkez cunur mah. 2. etap,iskar ins. san. ve tic a.s.,alt_gelir,4,100,6474000,240
2006,12,isparta,merkez,"isparta merkez-alikoy mevkii 1. bolge (432 alt gelir)+ (lise-24, ilkogretim-24, cami-sadirvan, saglik ocagi, kres, spor salonu, ticaret merkezi)",serel yapi end.tic.vesan.ltd.sti.&amp;mehmet celik ins.taah.tic.vesan.ltd.sti.&amp;egemen ins.vetic.ltd.sti.,alt_gelir,36,100,46200000,732
2009,8,isparta,sarkikaraagac,"isparta sarkikaraagac 35 yatakli hastane insaati, altyapi ve cevre duzenlemesi isi",ozdogus ins. san. tic. ltd. sti.,altyapi_sosyal,212,100,5257000,
2011,10,isparta,yalvac,isparta yalvac 75 yatakli devlet hastanesi yapim isi (ikmâl insaati),ilgin ins. ic ve dis tic. a.s.,altyapi_sosyal,359,100,14590000,
2011,11,isparta,sutculer,isparta ili sutculer ilcesi yukari mah. gokyakasi mevkii 1 adet 16 derslikli lise insaati ile altyapi ve cevre duzenlemesi isi,akfen yapi - mehmet songur &amp; mehmet gulsen is ort.,altyapi_sosyal,372,100,2772000,
2013,3,isparta,keciborlu,isparta keciborlu 400 kisilik (404 kisi kapasiteli) yurt binasi ve sosyal tesis insaati ile altyapi ve cevre duzenlemesi insaati isi,remzi tekdal ins. san. ve tic. ltd. sti.,altyapi_sosyal,473,100,9786000,
2010,3,isparta,egirdir,isparta  egridir 78 hait insaati,kalif insaat peyzaj san. tic. ve ltd. sti.,altyapi_sosyal,694,98,1480000,
2003,10,isparta,merkez,isparta merkez cunur mah.,iskar ins. san. ve tic a.s.,idare_konut,46,100,5784000,168
2006,11,isparta,uluborlu,isparta uluborlu (176) ticaret merkezi;,ozgunsan yapi prj.mim.san.tic.ltd.sti.,idare_konut,183,100,14388000,176
2007,12,isparta,gonen,"isparta gonen konut + ticaret merkezi, cami",iskar ins. san. ve tic. a.s.,idare_konut,509,98,5150600,128
2009,7,isparta,uluborlu,isparta uluborlu pazar mah. cevizlikuyu mevkii 2.etap,dio dan. ins. org.taah. mum. san. ve tic. ltd .sti.,idare_konut,516,98,10149000,224
2016,2,isparta,egirdir,"isparta ili, egirdir ilcesi 1 adet 52 uniteli igpvy, nizamiye, nobetci kulubesi binasi insaati ile altyapi ve cevre duzenlemesi ikmal isi",ozbal ins. elekt. tem. turz. orman urn. san. tic. ltd. sti. &amp; centilmen ins. mak. elek. gida mad. taah. san. ve tic. paz. ltd. sti. is ortakligi,ikmal_ihalesi,8,100,6121000,52
2019,10,isparta,keciborlu,"isparta ili, keciborlu ilcesi, cumhuriyet mahallesi kentsel donusum ve gelisim projesi 167 adet konut, 1 adet ticaret merkezi ve 1 adet camii insaatlari ile altyapi ve cevre duzenlemesi isi
",acarkent ins. tic. ltd. sti.,kentsel_donusum,215,85,42227000,167
2008,3,isparta,merkez,"isparta merkez alikoy, 168 konut +24 derslikli ilkogretim okulu + ticaret merkezi",ser ins. ve tic. ltd. sti. &amp; egemen ins. ve tic. ltd. sti. is ortakligi,konut_sosyal_donati,103,100,11580000,168
2008,3,isparta,sutculer,"isparta sutculer konut + ticaret merkezi, cami",admin yapi ins.,konut_sosyal_donati,106,100,10999000,232
2008,4,isparta,atabey,isparta - atabey yakabaglar 216 konut + ticaret merkezi,admin yapi ins. turz san taah. ve tic. ltd. sti.,konut_sosyal_donati,120,100,9780000,216
2008,4,isparta,merkez,"isparta merkez 240 hait,1 adet 52 uniteli hizmet destek tesisi (igpvy)",evyap insaat san. ve tic ltd. sti.,konut_sosyal_donati,123,100,18700000,240
2009,4,isparta,keciborlu,"isparta keciborlu  224 adet konut , ticaret merkezi insaati ile ada ici, genel alt yapi ve cevre duzenlemesi isi",sec yapi ins. enj.tur. ve tic. ltd. sti.,konut_sosyal_donati,145,100,9440000,224
2009,7,isparta,gelendost,"isparta gelendost  224 adet konut, 1 er adet  ticaret merkezi, camii insaati ile genel, adaici altyapi ve cevre duzenlemesi",sima ins.taah.san.ltd.sti. ve mese ins.turizm gida san. ve pazl. ltd.sti.,konut_sosyal_donati,160,100,10244000,224
2015,1,isparta,merkez,"isparta merkez garnizon lojmanlari bolgesi 156 adet konut1 er adet komutan konutu isi merkezi binasi nizamiye binasi cevre emniyet duvari,  general ihsan alper kislasi 178 adet konut 3 er adet anfi binasi sundurma 1 er adet sosyal tesis binasi nizamiye binasi isi merkezi binasi cevre emniyet duvari insaati isi",yilkanur ins. san ve tic. a.s.,konut_sosyal_donati,289,100,39359000,335
2016,7,isparta,gelendost,"isparta ili gelendost ilcesi avni pasa mahallesi 293 adet konut, 16 derslikli ilkogretim okulu ve 1 adet bufe insaati ile altyapi ve cevre duzenlemesi isi",halis coban ins. tic. ve san. ltd. sti. &amp; akhas ins. san. ve tic. ltd. sti. is ortakligi,konut_sosyal_donati,304,100,36349000,293
2009,5,isparta,yalvac,"isparta yalvac 96 adet konut, 1  adet  ticaret merkezi  insaati ile genel, adaici altyapi ve cevre duzenlemesi isi",cemre ins. plastik su urunleri san. tic. ltd. sti. &amp; or yapi san. ve tic. ltd. sti. is ortakligi,konut_sosyal_donati,340,0,5100000,96
2021,2,isparta,egirdir,isparta ili egirdir ilcesi baglar mahallesi 142 adet konut ve 1 adet ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi (e- ihale),deniz yapi taahhut proje musavirlik ve ticaret anonim sirketi,konut_sosyal_donati,485,0,31950000,142
2006,10,isparta,senirkent,isparta senirkent buyukkabaci tarimkoy 105 konut ve ticaret merkezi,detay ins. teks. san. dis. tic. ltd. sti.,tarimkoy,8,100,7001647,105
2015,8,isparta,keciborlu,isparta keciborlu 2.etap 157 adet konut insaati ile altyapi ve cevre duzenlemesi isi,artes petrokimya ins. tur. teks. topr. ve or. ur. san. ve tic. ltd. sti.  &amp; gungor ins. ve dog. taah. tic. san. ltd. sti. is ortakligi,talep_organizasyon,12,100,15479000,157
2017,11,isparta,atabey,"isparta ili atabey ilcesi atabey mah. 377 adet konut ve 1 adet sosyal tesis insaatlari ile altyapi ve cevre duzenlemesi isi

",intek konut ins. a.s. &amp; bitas muh. mim. ins. san. ve tic. ltd. sti. is ortakligi,talep_organizasyon,125,98,49350000,377
2021,1,isparta,aksu,"isparta ili aksu ilcesi aksu mahallesi 94 konut insaati ile altyapi ve cevre duzenlemesi isi (e- ihale)
",ugural elektrik aydinlatma insaat san ve tic ltd sti &amp; tahir dikmen is ortakligi,talep_organizasyon,218,0,18818000,94
2008,6,istanbul,esenler,istanbul - esenler ikitelli 114 adet afet konutu (karaahmetli mevkii ikmal insaati),insaart yapi ve musavirlik - engin coban,afet_konutu,97,92,4934000,114
2005,4,istanbul,esenler,istanbul esenler ikitelli 1. etap (alt gelir),delta ins. san. tic. a.s.,alt_gelir,5,100,14800387,678
2011,4,istanbul,sile,"istanbul sile goce koyu 88  adet  konut, 1 adet sosyal tesis ve mescit ile altyapi ve cevre duzenlemesi",htm mimarlik muh. ins. ve tic. ltd. sti.,alt_gelir,95,98,3887000,88
2003,,istanbul,kucukcekmece,istanbul halkali 3. etap istinat duvari insaati,ekit ins.san. ve tic. a.s.,altyapi_sosyal,16,100,3950000,
2004,3,istanbul,kucukcekmece,"istanbul halkali 3. etap sosyal donati (ilkogretim24, 2 ticaret merkezi, cami sub.)",demars ins. turz. tic. ltd. sti.,altyapi_sosyal,23,100,1580000,
2004,8,istanbul,buyukcekmece,istanbul bahcesehir antik merkez ve cevre duzenleme insaati isi,3k ins.tur. san. ve tic. a.s.,altyapi_sosyal,25,100,159155,
2005,7,istanbul,kucukcekmece,"istanbul halkali kultur merkezi elektrik, mekanik, asansor tesisati bakim onarim",aras ins.,altyapi_sosyal,51,100,997685,
2005,8,istanbul,kucukcekmece,istanbul halkali sos. don.(imamevi ve saglik ocagi),aydur ins. taah. tic. ve san. tur. tas. hiz. ltd. sti.,altyapi_sosyal,54,100,472499,
2005,10,istanbul,kucukcekmece,istanbul halkali 544 yatakli egitim ve arastirma hastanesi,yavuzlar nak. tur. ins. teks. san. ve tic. a.s.,altyapi_sosyal,60,100,65480000,
2006,1,istanbul,kucukcekmece,istanbul halkali yol ve dogalgaz ins.,cevik ins.ith.ihr.ve tic. ltd. sti.,altyapi_sosyal,62,100,7424360,
2006,7,istanbul,kucukcekmece,istanbul halkali 1. koprulu kavsak insaati,gokdelen ins- sinan ins.,altyapi_sosyal,78,100,11385686,
2006,7,istanbul,kucukcekmece,istanbul halkali 3. koprulu kavsak ins.,snh insaat,altyapi_sosyal,79,100,8884447,
2006,8,istanbul,kucukcekmece,istanbul halkali 2. koprulu kavsak ins.,yse yapi sanayi,altyapi_sosyal,80,100,10435827,
2006,11,istanbul,catalca,istanbul catalca hadimkoy baglanti yolu ve altyapi insaati,turan hazinedaroglu ins.tic.a.s.,altyapi_sosyal,82,100,2175325,
2007,4,istanbul,catalca,"istanbul catalca hadimkoy sosyal donati (lise-32, ilkogretim-32, cami, ticaret merkezi)",ozsoy yapi ve enerji san. tic. a.s.,altyapi_sosyal,94,100,10718815,
2007,5,istanbul,pendik,"istanbul pendik engelsiz yasam merkezi, 5 adet engelsiz yasam birimi",sefa ins.,altyapi_sosyal,97,100,1750000,
2007,6,istanbul,kucukcekmece,"istanbul kucukcekmece halkali 1. bolge sosyal donati 2 adet lise, spor salonu, kres, saglik ocagi, cami",ekol yapi end. tic. ltd. sti.,altyapi_sosyal,99,100,9230000,
2007,6,istanbul,bahcelievler,"istanbul bahcelievler (ayazma) ilkogretim-32, avcilar (ayazma) ilkogretim-32,  gop (arnavutkoy)  ilkogretim-32,  silivri (alibey) lise-24, gop (bogazkoy)  lise-32",ekol yapi end. tic. ltd. sti. &amp; aksa yapi taah. egt. tic. ltd. sti. ortak girisim,altyapi_sosyal,102,100,15850000,
2007,6,istanbul,tuzla,"istanbul tuzla (seyitnizam) ilkogretim-32, umraniye (yukaridudullu) ilkogretim-32, kucukcekmece (halkali) lise-40, esenyurt lise-40",pakt aydinlar turz. teks. ins. ve tic. ltd. sti.,altyapi_sosyal,104,100,2648000,
2008,2,istanbul,zeytinburnu,istanbul zeytinburnu seyit nizam mevkii ilkogretim32,doga ins. san. tic. turz. ltd. sti.,altyapi_sosyal,124,100,2798000,
2008,3,istanbul,sultanbeyli,"istanbul sultanbeyli mesleklisesi24, bilgi iletisim teknolojileri atolyesi, ucak bakim atolyesi",cansin ins. yat. planlama san. tic. a.s.,altyapi_sosyal,128,100,3600000,
2008,9,istanbul,umraniye,istanbul umraniye tasdelen kirazlidere mah. 739 parsel' de ilkogretim-32,inka ins. peyzaj san ve a.s.,altyapi_sosyal,152,100,2894140,
